Num	    Ref     Trade	Entry Spot	Exit Spot	Buy 	Final	Profit/Loss
                Type                            Price   Price
146	26046294928	CALL	16202.54	16190.35	1.00	0.00	-1
147	26046302028	CALL	16203.48	16212.50	2.00	3.88	1.88
148	26046309008	CALL	16214.97	16200.99	1.00	0.00	-1
149	26046317108	CALL	16191.47	16194.30	2.00	3.88	1.88
150	26046323688	CALL	16192.53	16186.46	1.00	0.00	-1
151	26046330708	CALL	16190.18	16184.70	2.00	0.00	-2
152	26046337808	CALL	16171.37	16170.00	4.00	0.00	-4
153	26046345508	CALL	16164.60	16160.87	8.00	0.00	-8
154	26046352528	CALL	16157.79	16164.06	16.00	31.08	15.08
155	26046359488	CALL	16175.92	16171.76	1.00	0.00	-1
156	26046366908	CALL	16177.98	16170.70	2.00	0.00	-2
157	26046375648	CALL	16173.65	16162.37	4.00	0.00	-4
158	26046382428	CALL	16158.52	16166.25	8.00	15.54	7.54
159	26046388408	CALL	16164.33	16166.87	1.00	1.94	0.94
160	26046395728	CALL	16148.12	16135.51	1.00	0.00	-1
161	26046403588	CALL	16132.14	16121.74	2.00	0.00	-2
162	26046410668	CALL	16131.99	16116.57	4.00	0.00	-4
163	26046417488	CALL	16118.12	16122.30	8.00	15.54	7.54
164	26046424228	CALL	16115.67	16116.38	1.00	1.94	0.94
165	26046431528	CALL	16115.50	16117.76	1.00	1.94	0.94
166	26046438048	CALL	16124.02	16125.83	1.00	1.94	0.94
167	26046444968	CALL	16122.20	16117.36	1.00	0.00	-1
168	26046452248	CALL	16122.07	16124.80	2.00	3.88	1.88
169	26046459288	CALL	16121.29	16116.75	1.00	0.00	-1


