1492436040,141.6300,141.6400,141.2600,141.5126,1550700
1492436399,141.5350,141.7000,141.4684,141.6300,502800
1492436699,141.5000,141.5987,141.4000,141.5500,290500
1492436942,141.5044,141.6100,141.4500,141.4800,244300
1492437240,141.3790,141.5253,141.2481,141.5100,265000
1492437540,141.2299,141.3900,141.1067,141.3700,292200
1492437840,141.3500,141.4000,141.1800,141.2200,301200
1492438140,141.4400,141.4500,141.2900,141.3500,221500
1492438444,141.3225,141.4350,141.2700,141.4350,268400
1492438741,141.4900,141.5500,141.3100,141.3200,342600
1492439099,141.2850,141.5250,141.2700,141.5000,192000
1492439340,141.0500,141.3000,141.0500,141.2900,334600
1492439643,141.1200,141.1700,141.0500,141.0500,329400
1492439940,140.9600,141.1400,140.8700,141.1100,420900
1492440240,141.0400,141.0844,140.9248,140.9600,209400
1492440543,141.1000,141.1600,141.0400,141.0500,177300
1492440899,141.1000,141.2000,141.0800,141.1100,134800
1492441140,141.1200,141.1600,141.0600,141.0950,119900
1492441498,141.0747,141.1400,140.9700,141.1200,144600
1492441798,141.0100,141.1000,140.9400,141.0700,142400
1492442041,141.1600,141.1600,141.0100,141.0100,123400
1492442340,141.3000,141.3300,141.1500,141.1547,0
1492442643,141.2247,141.3547,141.2100,141.3100,157500
1492442941,141.3000,141.3000,141.2200,141.2300,100800
1492443298,141.2400,141.3200,141.2100,141.2941,110400
1492443541,141.2600,141.3000,141.2300,141.2400,74500
1492443842,141.1775,141.2750,141.1775,141.2500,94700
1492444199,141.1500,141.2238,141.0700,141.1800,144200
1492444499,141.1000,141.1600,141.1000,141.1500,87300
1492444799,141.1000,141.1800,141.0650,141.1000,0
1492445040,141.1600,141.2000,141.0900,141.1000,104300
1492445341,141.1801,141.2200,141.1642,141.1642,69600
1492445697,141.2200,141.2200,141.1400,141.1900,70300
1492445940,141.1900,141.2510,141.1900,141.2230,101000
1492446240,141.3437,141.3500,141.1800,141.1990,164000
1492446541,141.2850,141.3598,141.2800,141.3550,121900
1492446898,141.3300,141.3757,141.2850,141.2850,116500
1492447199,141.2662,141.3300,141.2400,141.3200,124800
1492447441,141.3200,141.3300,141.2651,141.2700,78000
1492447741,141.3200,141.3700,141.3000,141.3300,112500
1492448040,141.3700,141.3700,141.2710,141.3200,102100
1492448340,141.3757,141.4100,141.3300,141.3654,106500
1492448643,141.3538,141.4199,141.3500,141.3800,128600
1492448941,141.3642,141.3800,141.3200,141.3530,78100
1492449242,141.3500,141.3980,141.3400,141.3700,101000
1492449551,141.3800,141.4100,141.3500,141.3500,95100
1492449840,141.3600,141.3800,141.3100,141.3700,121200
1492450199,141.4701,141.4900,141.3400,141.3582,200000
1492450442,141.4959,141.5250,141.4700,141.4800,118500
1492450797,141.4700,141.5153,141.4300,141.4900,78600
1492451048,141.4100,141.5000,141.3750,141.4750,98300
1492451345,141.4342,141.4543,141.3900,141.4100,56300
1492451699,141.4000,141.4450,141.4000,141.4400,47100
1492451944,141.4136,141.4700,141.3900,141.4000,88900
1492452243,141.4301,141.4580,141.3300,141.4100,153900
1492452540,141.4200,141.4900,141.3800,141.4339,192500
1492452898,141.4600,141.5100,141.4200,141.4200,126700
1492453143,141.4400,141.5200,141.4100,141.4635,89500
1492453440,141.4700,141.4900,141.4142,141.4300,80400
1492453741,141.4500,141.5000,141.4300,141.4800,69700
1492454052,141.5200,141.5300,141.4437,141.4440,81400
1492454340,141.5000,141.5400,141.4550,141.5284,110100
1492454695,141.5300,141.5400,141.4830,141.5100,76800
1492454942,141.4300,141.5500,141.4200,141.5357,106800
1492455240,141.3963,141.4400,141.3700,141.4243,94900
1492455542,141.3700,141.4500,141.3255,141.4000,123200
1492455844,141.3550,141.4050,141.3200,141.3700,99600
1492456140,141.3600,141.3600,141.3100,141.3500,110300
1492456452,141.4300,141.4500,141.3433,141.3700,102900
1492456799,141.6300,141.6300,141.4300,141.4300,263600
1492457099,141.6250,141.6700,141.5500,141.6200,153200
1492457342,141.6400,141.7200,141.5650,141.6300,243600
1492457652,141.5600,141.6450,141.5500,141.6300,172900
1492457999,141.7002,141.7200,141.5600,141.5700,184100
1492458240,141.7000,141.7400,141.6550,141.7000,222100
1492458540,141.8200,141.8300,141.7000,141.7100,322500
1492458845,141.7950,141.8700,141.7550,141.8200,448100
1492459199,141.8300,141.8600,141.7000,141.7900,800000
1492459200,141.8800,141.8800,141.8800,141.8800,1000
1492522440,141.6300,141.6800,141.2415,141.4100,0
1492522740,141.7200,141.7540,141.5600,141.6200,322700
1492523042,141.6000,141.7800,141.4200,141.7100,359100
1492523342,141.5474,141.6900,141.5000,141.6000,279100
1492523640,141.5900,141.6900,141.4951,141.5450,293000
1492523940,141.9400,141.9699,141.6000,141.6000,336000
1492524299,141.8352,141.9600,141.8084,141.9400,259100
1492524542,141.7700,141.8900,141.7100,141.8500,247000
1492524841,141.8500,141.9000,141.7700,141.7700,163200
1492525140,141.7400,141.8550,141.7100,141.8550,165700
1492525440,141.7152,141.7600,141.6200,141.7400,175300
1492525741,141.7400,141.7900,141.6699,141.7200,134100
1492526044,141.7801,141.7900,141.6400,141.7400,155700
1492526340,141.9605,142.0400,141.7800,141.7900,408200
1492526641,141.9600,141.9900,141.8500,141.9700,144800
1492526942,141.7400,141.9700,141.6800,141.9600,154500
1492527298,141.6100,141.7300,141.5700,141.7300,187000
1492527540,141.6700,141.6965,141.5300,141.6199,186700
1492527840,141.5400,141.6800,141.5000,141.6800,252500
1492528141,141.6500,141.6900,141.5250,141.5300,184100
1492528443,141.7700,141.8300,141.6557,141.6699,167000
1492528795,141.7450,141.8554,141.7200,141.7700,133500
1492529099,141.6850,141.7800,141.6600,141.7450,117100
1492529396,141.6700,141.7600,141.6370,141.6800,81800
1492529698,141.4800,141.7000,141.4800,141.6600,157500
1492529942,141.5007,141.5200,141.3900,141.4700,208600
1492530298,141.4852,141.5500,141.4300,141.5027,115500
