1492436040,827.3950,827.7600,825.2236,825.2236,37800
1492436349,828.3400,828.8800,827.8000,827.8000,29700
1492436641,827.9850,828.7000,827.5200,828.1500,24300
1492436941,828.0900,828.6999,827.8500,828.0601,9300
1492437241,828.4900,828.8800,827.7500,828.1300,13000
1492437543,829.2900,829.6900,828.6400,828.9100,18100
1492437840,830.3000,830.3300,829.1503,829.4300,20200
1492438184,831.4100,831.4300,829.8725,830.0200,16100
1492438394,831.1900,831.5300,831.0000,831.0000,10600
1492438760,832.3200,832.6900,831.5300,831.5300,10800
1492439069,832.2555,832.7900,831.9900,832.4000,11700
1492439360,831.9800,832.6000,831.9800,832.2636,5400
1492439669,832.4500,832.7500,832.0000,832.1500,10400
1492439942,832.1950,832.5200,831.9200,832.0400,10400
1492440289,832.3200,832.4999,832.0900,832.4999,4600
1492440572,832.7400,832.7400,832.1300,832.1459,4200
1492440865,832.6653,832.8089,832.6000,832.7500,2000
1492441175,832.5618,832.8853,832.5618,832.6534,3700
1492441458,832.7200,832.9900,832.4000,832.4680,2900
1492441742,832.4500,832.5800,832.2000,832.5800,6500
1492442066,833.0000,833.1000,832.4600,832.4600,8200
1492442395,833.0000,833.2700,832.7550,833.1650,8500
1492442654,832.3003,832.7000,832.1701,832.6900,2200
1492442955,832.2500,832.4900,832.2300,832.4300,3600
1492443241,832.1150,832.4800,832.1150,832.2578,5500
1492443585,832.1000,832.4999,832.0000,832.2150,8600
1492443840,832.2000,832.3700,831.9900,832.2200,6800
1492444147,832.3700,832.6201,832.2400,832.2400,11000
1492444463,832.3900,832.6300,832.3800,832.5300,2000
1492444710,832.1800,832.2500,832.0601,832.2100,3000
1492445047,832.5200,832.6060,831.9801,831.9801,7500
1492445391,832.5700,832.8000,832.4500,832.4500,4500
1492445615,832.4960,832.7800,832.4960,832.6040,3600
1492445886,832.8500,832.8900,832.6300,832.6300,2300
1492446182,833.2900,833.2900,832.7800,832.7800,4200
1492446574,833.1150,833.4700,832.9000,833.4700,3200
1492446849,833.3400,833.4800,833.2200,833.2200,4600
1492447140,833.3000,833.3600,833.0980,833.1700,2200
1492447442,833.5300,833.6600,833.2700,833.2700,4000
1492447747,833.6200,833.9100,833.4800,833.5300,19000
1492448042,833.4600,833.6200,833.1700,833.6200,4200
1492448370,834.0000,834.1500,833.4200,833.4200,5300
1492448655,833.9100,833.9600,833.5500,833.9600,2200
1492448931,833.9900,834.1410,833.7975,833.7975,3400
1492449291,833.9999,834.0907,833.8100,834.0200,2900
1492449568,834.1200,834.4500,834.0000,834.0000,6700
1492449849,834.2599,834.3700,833.8800,834.1474,8100
1492450155,834.2500,834.6700,834.1650,834.3500,8600
1492450403,834.0601,834.5700,834.0601,834.2500,4300
1492450750,833.8400,834.1700,833.5400,834.0601,5500
1492451071,833.4200,833.9900,833.3400,833.9900,6400
1492451348,833.9700,833.9700,833.3700,833.3700,3900
1492451674,834.1900,834.2000,833.8800,833.8800,7400
1492451883,834.0800,834.6900,833.8800,834.1488,6900
1492452283,834.6201,834.6201,833.7401,834.0000,8200
1492452560,834.1000,834.6400,834.0300,834.4100,8800
1492452751,834.1150,834.2400,834.0275,834.0275,1900
1492453161,834.1900,834.4800,834.1575,834.1600,4900
1492453451,834.2000,834.4300,833.9840,834.1050,4500
1492453794,833.9600,834.3719,833.9600,834.3719,4300
1492454074,834.5250,834.6500,833.9000,833.9600,4400
1492454343,834.6182,834.8013,834.4300,834.4600,8900
1492454655,834.6971,834.7230,834.4900,834.5900,7100
1492454955,834.6201,835.0800,834.6201,834.7250,18200
1492455252,835.2600,835.2600,834.7400,834.7400,11100
1492455551,835.1349,835.4244,834.9600,835.3400,10500
1492455840,834.5100,835.2100,834.5100,835.1200,8400
1492456158,835.0100,835.0100,834.7800,834.8400,5300
1492456495,835.1550,835.2800,834.9200,835.0500,11600
1492456746,836.0000,836.0000,835.0800,835.1650,14800
1492457055,836.1200,836.2500,835.7401,836.0800,14500
1492457340,836.5500,836.8700,835.9300,836.2000,17600
1492457657,835.6800,836.5600,835.6000,836.4100,12900
1492457943,835.8700,836.0560,835.6000,835.6600,17100
1492458245,835.9600,836.1900,835.7800,836.0000,19000
1492458599,836.8775,836.9800,835.9900,835.9900,19700
