Date,Time,Volatility 100 Index,Trend,,Var,
2017-03-20,17:57:24,15428.89,3.49,,,
2017-03-20,17:57:26,15425.23,-3.66,,,
2017-03-20,17:57:28,15417.24,-7.99,,,
2017-03-20,17:57:30,15423.55,6.31,,,
2017-03-20,17:57:32,15427.18,3.63,,,
2017-03-20,17:57:34,15422.94,-4.24,,,
2017-03-20,17:57:36,15423.14,0.2,,,
2017-03-20,17:57:38,15422.2,-0.94,,,
2017-03-20,17:57:40,15425.01,2.81,,,
2017-03-20,17:57:42,15429.1,4.09,,,
2017-03-20,17:57:44,15435.8,6.7,,,
2017-03-20,17:57:46,15437.96,2.16,,,
2017-03-20,17:57:48,15434.73,-3.23,,,
2017-03-20,17:57:50,15436.68,1.95,,,
2017-03-20,17:57:52,15435.35,-1.33,,,
2017-03-20,17:57:54,15426.37,-8.98,,,
2017-03-20,17:57:56,15426.91,0.54,,,
2017-03-20,17:57:58,15422.59,-4.32,,,
2017-03-20,17:58:00,15427.02,4.43,,,
2017-03-20,17:58:02,15424.74,-2.28,,,
2017-03-20,17:58:04,15428.02,3.28,,,
2017-03-20,17:58:06,15428.96,0.94,,,
2017-03-20,17:58:08,15432.09,3.13,,,
2017-03-20,17:58:10,15439.38,7.29,,,
2017-03-20,17:58:12,15443.02,3.64,,,
2017-03-20,17:58:14,15443.17,0.15,,,
2017-03-20,17:58:16,15448.98,5.81,,,
2017-03-20,17:58:18,15452.74,3.76,,,
2017-03-20,17:58:20,15455.05,2.31,,,
2017-03-20,17:58:22,15454.97,-0.08,,,
2017-03-20,17:58:24,15455.52,0.55,,,
2017-03-20,17:58:26,15460.48,4.96,,,
2017-03-20,17:58:28,15467.17,6.69,,,
2017-03-20,17:58:30,15473.52,6.35,,,
2017-03-20,17:58:32,15474.46,0.94,,,
2017-03-20,17:58:34,15475.35,0.89,,,
2017-03-20,17:58:36,15472.94,-2.41,,,
2017-03-20,17:58:38,15473.44,0.5,,,
2017-03-20,17:58:40,15477.51,4.07,,,
2017-03-20,17:58:42,15472.32,-5.19,,,
2017-03-20,17:58:44,15474.08,1.76,,,
2017-03-20,17:58:46,15471.38,-2.7,,,
2017-03-20,17:58:48,15475.88,4.5,,,
2017-03-20,17:58:50,15479.26,3.38,,,
2017-03-20,17:58:52,15484.92,5.66,,,
2017-03-20,17:58:54,15483.87,-1.05,,,
2017-03-20,17:58:56,15478.59,-5.28,,,
2017-03-20,17:58:58,15483.13,4.54,,,
2017-03-20,17:59:00,15484.27,1.14,,,
2017-03-20,17:59:02,15482.54,-1.73,,,
2017-03-20,17:59:04,15480.63,-1.91,,,
2017-03-20,17:59:06,15472.38,-8.25,,,
2017-03-20,17:59:08,15466.89,-5.49,,,
2017-03-20,17:59:10,15468.73,1.84,,,
2017-03-20,17:59:12,15463.58,-5.15,,,
2017-03-20,17:59:14,15466.74,3.16,,,
2017-03-20,17:59:16,15467.33,0.59,,,
2017-03-20,17:59:18,15468.17,0.84,,,
2017-03-20,17:59:20,15467.18,-0.99,,,
2017-03-20,17:59:22,15468.97,1.79,,,
2017-03-20,17:59:24,15472.79,3.82,,,
2017-03-20,17:59:26,15472.77,-0.02,,,
2017-03-20,17:59:28,15472.72,-0.05,,,
2017-03-20,17:59:30,15468.49,-4.23,,,
2017-03-20,17:59:32,15470.7,2.21,,,
2017-03-20,17:59:34,15477.94,7.24,,,
2017-03-20,17:59:36,15477.45,-0.49,,,
2017-03-20,17:59:38,15477.8,0.35,,,
2017-03-20,17:59:40,15480.88,3.08,,,
2017-03-20,17:59:42,15483.78,2.9,,,
2017-03-20,17:59:44,15484.61,0.83,,,
2017-03-20,17:59:46,15489.47,4.86,,,
2017-03-20,17:59:48,15488.74,-0.73,,,
2017-03-20,17:59:50,15485.75,-2.99,,,
2017-03-20,17:59:52,15477.21,-8.54,,,
2017-03-20,17:59:54,15474.57,-2.64,,,
2017-03-20,17:59:56,15475.92,1.35,,,
2017-03-20,17:59:58,15476.6,0.68,,,
2017-03-20,18:00:00,15477.41,0.81,,,
2017-03-20,18:00:02,15476.99,-0.42,,,
2017-03-20,18:00:04,15480.24,3.25,,,
2017-03-20,18:00:06,15479.79,-0.45,,,
2017-03-20,18:00:08,15482.14,2.35,,,
2017-03-20,18:00:10,15485.15,3.01,,,
2017-03-20,18:00:12,15479,-6.15,,,
2017-03-20,18:00:14,15484.77,5.77,,,
2017-03-20,18:00:16,15479.4,-5.37,,,
2017-03-20,18:00:18,15477.51,-1.89,,,
2017-03-20,18:00:20,15477.14,-0.37,,,
2017-03-20,18:00:22,15473.85,-3.29,,,
2017-03-20,18:00:24,15472.44,-1.41,,,
2017-03-20,18:00:26,15470.5,-1.94,,,
2017-03-20,18:00:28,15464.71,-5.79,,,
2017-03-20,18:00:30,15460.51,-4.2,,,
2017-03-20,18:00:32,15455.23,-5.28,,,
2017-03-20,18:00:34,15450.55,-4.68,,,
2017-03-20,18:00:36,15444.77,-5.78,,,
2017-03-20,18:00:38,15446.36,1.59,,,
2017-03-20,18:00:40,15443.79,-2.57,,,
2017-03-20,18:00:42,15444.24,0.45,,,
2017-03-20,18:00:44,15445.89,1.65,,,
2017-03-20,18:00:46,15447.82,1.93,,,
2017-03-20,18:00:48,15447.47,-0.35,,,
2017-03-20,18:00:50,15439.68,-7.79,,,
2017-03-20,18:00:52,15435.39,-4.29,,,
2017-03-20,18:00:54,15435.7,0.31,,,
2017-03-20,18:00:56,15430.81,-4.89,,,
2017-03-20,18:00:58,15431.85,1.04,,,
2017-03-20,18:01:00,15435.65,3.8,,,
2017-03-20,18:01:02,15431.24,-4.41,,,
2017-03-20,18:01:04,15427.86,-3.38,,,
2017-03-20,18:01:06,15434.8,6.94,,,
2017-03-20,18:01:08,15436.86,2.06,,,
2017-03-20,18:01:10,15435.73,-1.13,,,
2017-03-20,18:01:12,15442.01,6.28,,,
2017-03-20,18:01:14,15444.59,2.58,,,
2017-03-20,18:01:16,15442.4,-2.19,,,
2017-03-20,18:01:18,15439.44,-2.96,,,
2017-03-20,18:01:20,15438.91,-0.53,,,
2017-03-20,18:01:22,15438.32,-0.59,,,
2017-03-20,18:01:24,15434.6,-3.72,,,
2017-03-20,18:01:26,15432.09,-2.51,,,
2017-03-20,18:01:28,15437.49,5.4,,,
2017-03-20,18:01:30,15439.19,1.7,,,
2017-03-20,18:01:32,15441.62,2.43,,,
2017-03-20,18:01:34,15439.95,-1.67,,,
2017-03-20,18:01:36,15439.38,-0.57,,,
2017-03-20,18:01:38,15433.39,-5.99,,,
2017-03-20,18:01:40,15434.59,1.2,,,
2017-03-20,18:01:42,15440.5,5.91,,,
2017-03-20,18:01:44,15437.36,-3.14,,,
2017-03-20,18:01:46,15436.58,-0.78,,,
2017-03-20,18:01:48,15434.41,-2.17,,,
2017-03-20,18:01:50,15430.77,-3.64,,,
2017-03-20,18:01:52,15432.98,2.21,,,
2017-03-20,18:01:54,15427.76,-5.22,,,
2017-03-20,18:01:56,15421.24,-6.52,,,
2017-03-20,18:01:58,15425.05,3.81,,,
2017-03-20,18:02:00,15421.06,-3.99,,,
2017-03-20,18:02:02,15422.99,1.93,,,
2017-03-20,18:02:04,15422.2,-0.79,,,
2017-03-20,18:02:06,15425.68,3.48,,,
2017-03-20,18:02:08,15425.86,0.18,,,
2017-03-20,18:02:10,15423.66,-2.2,,,
2017-03-20,18:02:12,15427.63,3.97,,,
2017-03-20,18:02:14,15432.35,4.72,,,
2017-03-20,18:02:16,15430.34,-2.01,,,
2017-03-20,18:02:18,15430.29,-0.05,,,
2017-03-20,18:02:20,15431.34,1.05,,,
2017-03-20,18:02:22,15435.9,4.56,,,
2017-03-20,18:02:24,15426.68,-9.22,,,
2017-03-20,18:02:26,15421.1,-5.58,,,
2017-03-20,18:02:28,15417.02,-4.08,,,
2017-03-20,18:02:30,15418.62,1.6,,,
2017-03-20,18:02:32,15417.55,-1.07,,,
2017-03-20,18:02:34,15425.25,7.7,,,
2017-03-20,18:02:36,15422.38,-2.87,,,
2017-03-20,18:02:38,15423.69,1.31,,,
2017-03-20,18:02:40,15429.32,5.63,,,
2017-03-20,18:02:42,15424.27,-5.05,,,
2017-03-20,18:02:44,15422.99,-1.28,,,
2017-03-20,18:02:46,15423.65,0.66,,,
2017-03-20,18:02:48,15427.32,3.67,,,
2017-03-20,18:02:50,15428.21,0.89,,,
2017-03-20,18:02:52,15429.54,1.33,,,
2017-03-20,18:02:54,15430.05,0.51,,,
2017-03-20,18:02:56,15432.66,2.61,,,
2017-03-20,18:02:58,15432.35,-0.31,,,
2017-03-20,18:03:00,15426.67,-5.68,,,
2017-03-20,18:03:02,15424.35,-2.32,,,
2017-03-20,18:03:04,15427.88,3.53,,,
2017-03-20,18:03:06,15428.15,0.27,,,
2017-03-20,18:03:08,15431.38,3.23,,,
2017-03-20,18:03:10,15431.62,0.24,,,
2017-03-20,18:03:12,15430.61,-1.01,,,
2017-03-20,18:03:14,15423.73,-6.88,,,
2017-03-20,18:03:16,15420.88,-2.85,,,
2017-03-20,18:03:18,15420.18,-0.7,,,
2017-03-20,18:03:20,15416.15,-4.03,,,
2017-03-20,18:03:22,15411.76,-4.39,,,
2017-03-20,18:03:24,15412.17,0.41,,,
2017-03-20,18:03:26,15408.87,-3.3,,,
2017-03-20,18:03:28,15404.26,-4.61,,,
2017-03-20,18:03:30,15406.68,2.42,,,
2017-03-20,18:03:32,15408.38,1.7,,,
2017-03-20,18:03:34,15402.69,-5.69,,,
2017-03-20,18:03:36,15407.91,5.22,,,
2017-03-20,18:03:38,15401.25,-6.66,,,
2017-03-20,18:03:40,15404.73,3.48,,,
2017-03-20,18:03:42,15398.79,-5.94,,,
2017-03-20,18:03:44,15398.48,-0.31,,,
2017-03-20,18:03:46,15396.31,-2.17,,,
2017-03-20,18:03:48,15402.05,5.74,,,
2017-03-20,18:03:50,15403.15,1.1,,,
2017-03-20,18:03:52,15413.81,10.66,,,
2017-03-20,18:03:54,15411.15,-2.66,,,
2017-03-20,18:03:56,15412.32,1.17,,,
2017-03-20,18:03:58,15408.53,-3.79,,,
2017-03-20,18:04:00,15408.17,-0.36,,,
2017-03-20,18:04:02,15417.55,9.38,,,
2017-03-20,18:04:04,15423.52,5.97,,,
2017-03-20,18:04:06,15426.27,2.75,,,
2017-03-20,18:04:08,15420.08,-6.19,,,
2017-03-20,18:04:10,15415.38,-4.7,,,
2017-03-20,18:04:12,15414.86,-0.52,,,
2017-03-20,18:04:14,15406.19,-8.67,,,
2017-03-20,18:04:16,15405.8,-0.39,,,
2017-03-20,18:04:18,15405.6,-0.2,,,
2017-03-20,18:04:20,15404.36,-1.24,,,
2017-03-20,18:04:22,15404.89,0.53,,,
2017-03-20,18:04:24,15403.78,-1.11,,,
2017-03-20,18:04:26,15398.82,-4.96,,,
2017-03-20,18:04:28,15391.8,-7.02,,,
2017-03-20,18:04:30,15390.07,-1.73,,,
2017-03-20,18:04:32,15393.47,3.4,,,
2017-03-20,18:04:34,15388.31,-5.16,,,
2017-03-20,18:04:36,15386.74,-1.57,,,
2017-03-20,18:04:38,15388.69,1.95,,,
2017-03-20,18:04:40,15388.69,0,,,
2017-03-20,18:04:42,15393.25,4.56,,,
2017-03-20,18:04:44,15393.82,0.57,,,
2017-03-20,18:04:46,15390.73,-3.09,,,
2017-03-20,18:04:48,15389.46,-1.27,,,
2017-03-20,18:04:50,15388,-1.46,,,
2017-03-20,18:04:52,15383.3,-4.7,,,
2017-03-20,18:04:54,15382.09,-1.21,,,
2017-03-20,18:04:56,15382.4,0.31,,,
2017-03-20,18:04:58,15378.95,-3.45,,,
2017-03-20,18:05:00,15375.44,-3.51,,,
2017-03-20,18:05:02,15374.48,-0.96,,,
2017-03-20,18:05:04,15374.47,-0.01,,,
2017-03-20,18:05:06,15376.68,2.21,,,
2017-03-20,18:05:08,15377.81,1.13,,,
2017-03-20,18:05:10,15380.21,2.4,,,
2017-03-20,18:05:12,15383.16,2.95,,,
2017-03-20,18:05:14,15378,-5.16,,,
2017-03-20,18:05:16,15380.95,2.95,,,
2017-03-20,18:05:18,15383.12,2.17,,,
2017-03-20,18:05:20,15382.99,-0.13,,,
2017-03-20,18:05:22,15388.12,5.13,,,
2017-03-20,18:05:24,15391.26,3.14,,,
2017-03-20,18:05:26,15393.51,2.25,,,
2017-03-20,18:05:28,15396.31,2.8,,,
2017-03-20,18:05:30,15396.58,0.27,,,
2017-03-20,18:05:32,15397.67,1.09,,,
2017-03-20,18:05:34,15396.84,-0.83,,,
2017-03-20,18:05:36,15391.03,-5.81,,,
2017-03-20,18:05:38,15383.35,-7.68,,,
2017-03-20,18:05:40,15386.08,2.73,,,
2017-03-20,18:05:42,15382.37,-3.71,,,
2017-03-20,18:05:44,15382.5,0.13,,,
2017-03-20,18:05:46,15377.98,-4.52,,,
2017-03-20,18:05:48,15375.09,-2.89,,,
2017-03-20,18:05:50,15379.93,4.84,,,
2017-03-20,18:05:52,15377.29,-2.64,,,
2017-03-20,18:05:54,15375.28,-2.01,,,
2017-03-20,18:05:56,15378.67,3.39,,,
2017-03-20,18:05:58,15378.11,-0.56,,,
2017-03-20,18:06:00,15377.7,-0.41,,,
2017-03-20,18:06:02,15379.52,1.82,,,
2017-03-20,18:06:04,15385.24,5.72,,,
2017-03-20,18:06:06,15393.34,8.1,,,
2017-03-20,18:06:08,15391.91,-1.43,,,
2017-03-20,18:06:10,15392.64,0.73,,,
2017-03-20,18:06:12,15394.34,1.7,,,
2017-03-20,18:06:14,15396.81,2.47,,,
2017-03-20,18:06:16,15397.75,0.94,,,
2017-03-20,18:06:18,15396.12,-1.63,,,
2017-03-20,18:06:20,15400.62,4.5,,,
2017-03-20,18:06:22,15400.23,-0.39,,,
2017-03-20,18:06:24,15394.61,-5.62,,,
2017-03-20,18:06:26,15399.04,4.43,,,
2017-03-20,18:06:28,15401.4,2.36,,,
2017-03-20,18:06:30,15406.67,5.27,,,
2017-03-20,18:06:32,15407.66,0.99,,,
2017-03-20,18:06:34,15407.97,0.31,,,
2017-03-20,18:06:36,15402.29,-5.68,,,
2017-03-20,18:06:38,15403.28,0.99,,,
2017-03-20,18:06:40,15404.4,1.12,,,
2017-03-20,18:06:42,15408.06,3.66,,,
2017-03-20,18:06:44,15409.43,1.37,,,
2017-03-20,18:06:46,15407.41,-2.02,,,
2017-03-20,18:06:48,15405.71,-1.7,,,
2017-03-20,18:06:50,15400.59,-5.12,,,
2017-03-20,18:06:52,15397.26,-3.33,,,
2017-03-20,18:06:54,15396.94,-0.32,,,
2017-03-20,18:06:56,15402.89,5.95,,,
2017-03-20,18:06:58,15405.33,2.44,,,
2017-03-20,18:07:00,15402.29,-3.04,,,
2017-03-20,18:07:02,15404.37,2.08,,,
2017-03-20,18:07:04,15399.61,-4.76,,,
2017-03-20,18:07:06,15400.59,0.98,,,
2017-03-20,18:07:08,15400.47,-0.12,,,
2017-03-20,18:07:10,15398.4,-2.07,,,
2017-03-20,18:07:12,15399.48,1.08,,,
2017-03-20,18:07:14,15403.67,4.19,,,
2017-03-20,18:07:16,15409.7,6.03,,,
2017-03-20,18:07:18,15411.22,1.52,,,
2017-03-20,18:07:20,15410.51,-0.71,,,
2017-03-20,18:07:22,15412.4,1.89,,,
2017-03-20,18:07:24,15403.67,-8.73,,,
2017-03-20,18:07:26,15407.55,3.88,,,
2017-03-20,18:07:28,15405.44,-2.11,,,
2017-03-20,18:07:30,15409.14,3.7,,,
2017-03-20,18:07:32,15416.35,7.21,,,
2017-03-20,18:07:34,15416.6,0.25,,,
2017-03-20,18:07:36,15416.27,-0.33,,,
2017-03-20,18:07:38,15409.38,-6.89,,,
2017-03-20,18:07:40,15405.18,-4.2,,,
2017-03-20,18:07:42,15400.56,-4.62,,,
2017-03-20,18:07:44,15400.89,0.33,,,
2017-03-20,18:07:46,15400.65,-0.24,,,
2017-03-20,18:07:48,15398.98,-1.67,,,
2017-03-20,18:07:50,15404.71,5.73,,,
2017-03-20,18:07:52,15404.23,-0.48,,,
2017-03-20,18:07:54,15403.2,-1.03,,,
2017-03-20,18:07:56,15407.21,4.01,,,
2017-03-20,18:07:58,15406.21,-1,,,
2017-03-20,18:08:00,15400.42,-5.79,,,
2017-03-20,18:08:02,15401.74,1.32,,,
2017-03-20,18:08:04,15404.95,3.21,,,
2017-03-20,18:08:06,15400.86,-4.09,,,
2017-03-20,18:08:08,15399.15,-1.71,,,
2017-03-20,18:08:10,15403.27,4.12,,,
2017-03-20,18:08:12,15407.72,4.45,,,
2017-03-20,18:08:14,15409.78,2.06,,,
2017-03-20,18:08:16,15406.66,-3.12,,,
2017-03-20,18:08:18,15404.24,-2.42,,,
2017-03-20,18:08:20,15404.28,0.04,,,
2017-03-20,18:08:22,15403.78,-0.5,,,
2017-03-20,18:08:24,15403.11,-0.67,,,
2017-03-20,18:08:26,15395.14,-7.97,,,
2017-03-20,18:08:28,15389.12,-6.02,,,
2017-03-20,18:08:30,15387.76,-1.36,,,
2017-03-20,18:08:32,15385.99,-1.77,,,
2017-03-20,18:08:34,15388.67,2.68,,,
2017-03-20,18:08:36,15390.82,2.15,,,
2017-03-20,18:08:38,15391.28,0.46,,,
2017-03-20,18:08:40,15394.33,3.05,,,
2017-03-20,18:08:42,15394.49,0.16,,,
2017-03-20,18:08:44,15386.05,-8.44,,,
2017-03-20,18:08:46,15385.68,-0.37,,,
2017-03-20,18:08:48,15393.39,7.71,,,
2017-03-20,18:08:50,15399.81,6.42,,,
2017-03-20,18:08:52,15405.72,5.91,,,
2017-03-20,18:08:54,15407.65,1.93,,,
2017-03-20,18:08:56,15407.07,-0.58,,,
2017-03-20,18:08:58,15404.47,-2.6,,,
2017-03-20,18:09:00,15402.58,-1.89,,,
2017-03-20,18:09:02,15404.88,2.3,,,
2017-03-20,18:09:04,15411.85,6.97,,,
2017-03-20,18:09:06,15413.43,1.58,,,
2017-03-20,18:09:08,15404.08,-9.35,,,
2017-03-20,18:09:10,15402.7,-1.38,,,
2017-03-20,18:09:12,15406.62,3.92,,,
2017-03-20,18:09:14,15404.15,-2.47,,,
2017-03-20,18:09:16,15409.52,5.37,,,
2017-03-20,18:09:18,15411.03,1.51,,,
2017-03-20,18:09:20,15405.64,-5.39,,,
2017-03-20,18:09:22,15404.27,-1.37,,,
2017-03-20,18:09:24,15406.19,1.92,,,
2017-03-20,18:09:26,15411.84,5.65,,,
2017-03-20,18:09:28,15411.93,0.09,,,
2017-03-20,18:09:30,15410.52,-1.41,,,
2017-03-20,18:09:32,15410.15,-0.37,,,
2017-03-20,18:09:34,15410.09,-0.06,,,
2017-03-20,18:09:36,15406.02,-4.07,,,
2017-03-20,18:09:38,15401.67,-4.35,,,
2017-03-20,18:09:40,15399.38,-2.29,,,
2017-03-20,18:09:42,15400.09,0.71,,,
2017-03-20,18:09:44,15399.74,-0.35,,,
2017-03-20,18:09:46,15402.71,2.97,,,
2017-03-20,18:09:48,15392.91,-9.8,,,
2017-03-20,18:09:50,15390.19,-2.72,,,
2017-03-20,18:09:52,15395.72,5.53,,,
2017-03-20,18:09:54,15397.52,1.8,,,
2017-03-20,18:09:56,15396.08,-1.44,,,
2017-03-20,18:09:58,15402.35,6.27,,,
2017-03-20,18:10:00,15406.54,4.19,,,
2017-03-20,18:10:02,15402.8,-3.74,,,
2017-03-20,18:10:04,15400.86,-1.94,,,
2017-03-20,18:10:06,15401.15,0.29,,,
2017-03-20,18:10:08,15404.54,3.39,,,
2017-03-20,18:10:10,15405.66,1.12,,,
2017-03-20,18:10:12,15402.82,-2.84,,,
2017-03-20,18:10:14,15400.56,-2.26,,,
2017-03-20,18:10:16,15403.61,3.05,,,
2017-03-20,18:10:18,15408.52,4.91,,,
2017-03-20,18:10:20,15411.35,2.83,,,
2017-03-20,18:10:22,15408.66,-2.69,,,
2017-03-20,18:10:24,15409.04,0.38,,,
2017-03-20,18:10:26,15411.93,2.89,,,
2017-03-20,18:10:28,15411.65,-0.28,,,
2017-03-20,18:10:30,15420.59,8.94,,,
2017-03-20,18:10:32,15417.94,-2.65,,,
2017-03-20,18:10:34,15420.33,2.39,,,
2017-03-20,18:10:36,15421.72,1.39,,,
2017-03-20,18:10:38,15425.64,3.92,,,
2017-03-20,18:10:40,15428.07,2.43,,,
2017-03-20,18:10:42,15420.7,-7.37,,,
2017-03-20,18:10:44,15426.52,5.82,,,
2017-03-20,18:10:46,15425.24,-1.28,,,
2017-03-20,18:10:48,15418,-7.24,,,
2017-03-20,18:10:50,15416.54,-1.46,,,
2017-03-20,18:10:52,15409.75,-6.79,,,
2017-03-20,18:10:54,15405.5,-4.25,,,
2017-03-20,18:10:56,15401.56,-3.94,,,
2017-03-20,18:10:58,15395.2,-6.36,,,
2017-03-20,18:11:00,15404.94,9.74,,,
2017-03-20,18:11:02,15404.87,-0.07,,,
2017-03-20,18:11:04,15409.91,5.04,,,
2017-03-20,18:11:06,15406.98,-2.93,,,
2017-03-20,18:11:08,15407.98,1,,,
2017-03-20,18:11:10,15413.55,5.57,,,
2017-03-20,18:11:12,15414.22,0.67,,,
2017-03-20,18:11:14,15416.47,2.25,,,
2017-03-20,18:11:16,15413.39,-3.08,,,
2017-03-20,18:11:18,15412.92,-0.47,,,
2017-03-20,18:11:20,15405.56,-7.36,,,
2017-03-20,18:11:22,15405.61,0.05,,,
2017-03-20,18:11:24,15410.06,4.45,,,
2017-03-20,18:11:26,15416.23,6.17,,,
2017-03-20,18:11:28,15411.11,-5.12,,,
2017-03-20,18:11:30,15412.59,1.48,,,
2017-03-20,18:11:32,15416.57,3.98,,,
2017-03-20,18:11:34,15412.71,-3.86,,,
2017-03-20,18:11:36,15411.62,-1.09,,,
2017-03-20,18:11:38,15413.79,2.17,,,
2017-03-20,18:11:40,15408.84,-4.95,,,
2017-03-20,18:11:42,15408.44,-0.4,,,
2017-03-20,18:11:44,15408,-0.44,,,
2017-03-20,18:11:46,15408.42,0.42,,,
2017-03-20,18:11:48,15408.68,0.26,,,
2017-03-20,18:11:50,15405.48,-3.2,,,
2017-03-20,18:11:52,15406.89,1.41,,,
2017-03-20,18:11:54,15404.86,-2.03,,,
2017-03-20,18:11:56,15401.79,-3.07,,,
2017-03-20,18:11:58,15400.11,-1.68,,,
2017-03-20,18:12:00,15401.4,1.29,,,
2017-03-20,18:12:02,15398.68,-2.72,,,
2017-03-20,18:12:04,15391.77,-6.91,,,
2017-03-20,18:12:06,15386.99,-4.78,,,
2017-03-20,18:12:08,15385.71,-1.28,,,
2017-03-20,18:12:10,15382.45,-3.26,,,
2017-03-20,18:12:12,15377.35,-5.1,,,
2017-03-20,18:12:14,15375.81,-1.54,,,
2017-03-20,18:12:16,15372.93,-2.88,,,
2017-03-20,18:12:18,15372.76,-0.17,,,
2017-03-20,18:12:20,15375.54,2.78,,,
2017-03-20,18:12:22,15376.33,0.79,,,
2017-03-20,18:12:24,15381.33,5,,,
2017-03-20,18:12:26,15375.12,-6.21,,,
2017-03-20,18:12:28,15374.07,-1.05,,,
2017-03-20,18:12:30,15374.63,0.56,,,
2017-03-20,18:12:32,15376.98,2.35,,,
2017-03-20,18:12:34,15381.33,4.35,,,
2017-03-20,18:12:36,15384.01,2.68,,,
2017-03-20,18:12:38,15384.58,0.57,,,
2017-03-20,18:12:40,15389.27,4.69,,,
2017-03-20,18:12:42,15388.99,-0.28,,,
2017-03-20,18:12:44,15392.13,3.14,,,
2017-03-20,18:12:46,15391.16,-0.97,,,
2017-03-20,18:12:48,15399.78,8.62,,,
2017-03-20,18:12:50,15401.45,1.67,,,
2017-03-20,18:12:52,15402.23,0.78,,,
2017-03-20,18:12:54,15401.28,-0.95,,,
2017-03-20,18:12:56,15395.68,-5.6,,,
2017-03-20,18:12:58,15387.96,-7.72,,,
2017-03-20,18:13:00,15392.41,4.45,,,
2017-03-20,18:13:02,15390.43,-1.98,,,
2017-03-20,18:13:04,15395.32,4.89,,,
2017-03-20,18:13:06,15395.46,0.14,,,
2017-03-20,18:13:08,15396.85,1.39,,,
2017-03-20,18:13:10,15393.89,-2.96,,,
2017-03-20,18:13:12,15392.82,-1.07,,,
2017-03-20,18:13:14,15385.99,-6.83,,,
2017-03-20,18:13:16,15376.13,-9.86,,,
2017-03-20,18:13:18,15373.53,-2.6,,,
2017-03-20,18:13:20,15370.96,-2.57,,,
2017-03-20,18:13:22,15371.16,0.2,,,
2017-03-20,18:13:24,15367.33,-3.83,,,
2017-03-20,18:13:26,15366.64,-0.69,,,
2017-03-20,18:13:28,15368.25,1.61,,,
2017-03-20,18:13:30,15369.87,1.62,,,
2017-03-20,18:13:32,15366.68,-3.19,,,
2017-03-20,18:13:34,15375.27,8.59,,,
2017-03-20,18:13:36,15371.42,-3.85,,,
2017-03-20,18:13:38,15371.32,-0.1,,,
2017-03-20,18:13:40,15373.29,1.97,,,
2017-03-20,18:13:42,15366.21,-7.08,,,
2017-03-20,18:13:44,15368.28,2.07,,,
2017-03-20,18:13:46,15369.72,1.44,,,
2017-03-20,18:13:48,15370.17,0.45,,,
2017-03-20,18:13:50,15368.08,-2.09,,,
2017-03-20,18:13:52,15374.64,6.56,,,
2017-03-20,18:13:54,15370.27,-4.37,,,
2017-03-20,18:13:56,15358.6,-11.67,,,
2017-03-20,18:13:58,15360.24,1.64,,,
2017-03-20,18:14:00,15355.33,-4.91,,,
2017-03-20,18:14:02,15349.56,-5.77,,,
2017-03-20,18:14:04,15346.69,-2.87,,,
2017-03-20,18:14:06,15343.23,-3.46,,,
2017-03-20,18:14:08,15340.43,-2.8,,,
2017-03-20,18:14:10,15340.99,0.56,,,
2017-03-20,18:14:12,15336.53,-4.46,,,
2017-03-20,18:14:14,15335.96,-0.57,,,
2017-03-20,18:14:16,15336.96,1,,,
2017-03-20,18:14:18,15335.64,-1.32,,,
2017-03-20,18:14:20,15337.76,2.12,,,
2017-03-20,18:14:22,15341.29,3.53,,,
2017-03-20,18:14:24,15336.86,-4.43,,,
2017-03-20,18:14:26,15337.8,0.94,,,
2017-03-20,18:14:28,15333.02,-4.78,,,
2017-03-20,18:14:30,15339.34,6.32,,,
2017-03-20,18:14:32,15338.64,-0.7,,,
2017-03-20,18:14:34,15337.47,-1.17,,,
2017-03-20,18:14:36,15334.49,-2.98,,,
2017-03-20,18:14:38,15332.92,-1.57,,,
2017-03-20,18:14:40,15334.81,1.89,,,
2017-03-20,18:14:42,15334.69,-0.12,,,
2017-03-20,18:14:44,15337.99,3.3,,,
2017-03-20,18:14:46,15343.91,5.92,,,
2017-03-20,18:14:48,15342.94,-0.97,,,
2017-03-20,18:14:50,15345.1,2.16,,,
2017-03-20,18:14:52,15342.85,-2.25,,,
2017-03-20,18:14:54,15339.64,-3.21,,,
2017-03-20,18:14:56,15335.25,-4.39,,,
2017-03-20,18:14:58,15332.31,-2.94,,,
2017-03-20,18:15:00,15332.69,0.38,,,
2017-03-20,18:15:02,15341.76,9.07,,,
2017-03-20,18:15:04,15335.84,-5.92,,,
2017-03-20,18:15:06,15339.5,3.66,,,
2017-03-20,18:15:08,15340.44,0.94,,,
2017-03-20,18:15:10,15338.37,-2.07,,,
2017-03-20,18:15:12,15336.77,-1.6,,,
2017-03-20,18:15:14,15332.74,-4.03,,,
2017-03-20,18:15:16,15325.63,-7.11,,,
2017-03-20,18:15:18,15321.28,-4.35,,,
2017-03-20,18:15:20,15316.88,-4.4,,,
2017-03-20,18:15:22,15312.88,-4,,,
2017-03-20,18:15:24,15314.15,1.27,,,
2017-03-20,18:15:26,15313.24,-0.91,,,
2017-03-20,18:15:28,15306.04,-7.2,,,
2017-03-20,18:15:30,15305.58,-0.46,,,
2017-03-20,18:15:32,15308.94,3.36,,,
2017-03-20,18:15:34,15313.94,5,,,
2017-03-20,18:15:36,15311.74,-2.2,,,
2017-03-20,18:15:38,15309.06,-2.68,,,
