"Date	Ref.	Potential Payout	Contract	Purchase Price	Sale Date	Sale Price	Profit/Loss (USD)	Details"
"2017-03-16 00:22:56 GMT	26254394748	15.54	Win payout if Volatility 50 Index is strictly higher than entry spot at 29 seconds after contract start time.	8	2017-03-16 00:23:26 GMT	0	-8	View"
"			View					"
"2017-03-16 00:22:34 GMT	26254385928	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-16 00:22:54 GMT	0	-4	View"
"			View					"
"2017-03-16 00:22:16 GMT	26254378448	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-16 00:22:32 GMT	0	-2	View"
"			View					"
"2017-03-16 00:21:58 GMT	26254371748	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:22:14 GMT	0	-1	View"
"			View					"
"2017-03-16 00:21:40 GMT	26254364668	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-16 00:21:57 GMT	3.88	1.88	View"
"			View					"
"2017-03-16 00:21:22 GMT	26254357368	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:21:39 GMT	0	-1	View"
"			View					"
"2017-03-16 00:21:04 GMT	26254350268	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:21:20 GMT	1.94	0.94	View"
"			View					"
"2017-03-16 00:20:46 GMT	26254342868	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:21:02 GMT	1.94	0.94	View"
"			View					"
"2017-03-16 00:20:28 GMT	26254335948	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:20:44 GMT	1.94	0.94	View"
"			View					"
"2017-03-16 00:20:10 GMT	26254328888	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:20:26 GMT	1.94	0.94	View"
"			View					"
"2017-03-16 00:19:50 GMT	26254320088	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-16 00:20:08 GMT	3.88	1.88	View"
"			View					"
"2017-03-16 00:19:32 GMT	26254313028	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:19:48 GMT	0	-1	View"
"			View					"
"2017-03-16 00:19:14 GMT	26254305748	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:19:30 GMT	1.94	0.94	View"
"			View					"
"2017-03-16 00:18:56 GMT	26254298008	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:19:12 GMT	1.94	0.94	View"
"			View					"
"2017-03-16 00:18:38 GMT	26254290428	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-16 00:18:54 GMT	3.88	1.88	View"
"			View					"
"2017-03-16 00:18:20 GMT	26254282728	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:18:36 GMT	0	-1	View"
"			View					"
"2017-03-16 00:18:02 GMT	26254275288	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:18:18 GMT	1.94	0.94	View"
"			View					"
"2017-03-16 00:17:44 GMT	26254267228	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-16 00:18:00 GMT	3.88	1.88	View"
"			View					"
"2017-03-16 00:17:26 GMT	26254260468	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:17:42 GMT	0	-1	View"
"			View					"
"2017-03-16 00:17:08 GMT	26254253528	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-16 00:17:24 GMT	3.88	1.88	View"
"			View					"
"2017-03-16 00:16:50 GMT	26254245348	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:17:06 GMT	0	-1	View"
"			View					"
"2017-03-16 00:16:32 GMT	26254236828	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:16:48 GMT	1.94	0.94	View"
"			View					"
"2017-03-16 00:16:14 GMT	26254229128	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:16:30 GMT	1.94	0.94	View"
"			View					"
"2017-03-16 00:15:56 GMT	26254220628	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-16 00:16:12 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 22:13:32 GMT	26251319528	62.15	Win payout if Volatility 50 Index is strictly higher than entry spot at 1 minute 10 seconds after contract start time.	32	2017-03-15 22:14:45 GMT	62.15	30.15	View"
"			View					"
"2017-03-15 20:50:26 GMT	26249578448	31.08	Win payout if Volatility 50 Index is strictly higher than entry spot at 45 seconds after contract start time.	16	2017-03-15 20:51:12 GMT	0	-16	View"
"			View					"
"2017-03-15 20:49:54 GMT	26249566788	15.54	Win payout if Volatility 50 Index is strictly higher than entry spot at 29 seconds after contract start time.	8	2017-03-15 20:50:24 GMT	0	-8	View"
"			View					"
"2017-03-15 20:49:32 GMT	26249558848	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 20:49:52 GMT	0	-4	View"
"			View					"
"2017-03-15 20:49:14 GMT	26249552768	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 20:49:30 GMT	0	-2	View"
"			View					"
"2017-03-15 20:48:56 GMT	26249546728	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:49:12 GMT	0	-1	View"
"			View					"
"2017-03-15 20:48:38 GMT	26249540128	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:48:54 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 20:48:20 GMT	26249533348	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:48:36 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 20:48:02 GMT	26249527328	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:48:18 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 20:47:44 GMT	26249521208	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:48:00 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 20:47:26 GMT	26249515668	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:47:42 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 20:47:08 GMT	26249509448	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:47:24 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 20:46:50 GMT	26249503028	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:47:06 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 20:46:32 GMT	26249496368	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:46:48 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 20:46:14 GMT	26249490528	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 20:46:30 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 20:45:56 GMT	26249483768	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:46:12 GMT	0	-1	View"
"			View					"
"2017-03-15 20:45:38 GMT	26249477288	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 20:45:54 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 20:45:20 GMT	26249471328	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:45:36 GMT	0	-1	View"
"			View					"
"2017-03-15 20:44:58 GMT	26249462068	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 20:45:18 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 20:44:40 GMT	26249455808	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 20:44:56 GMT	0	-2	View"
"			View					"
"2017-03-15 20:44:22 GMT	26249450248	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:44:38 GMT	0	-1	View"
"			View					"
"2017-03-15 20:44:04 GMT	26249443408	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 20:44:20 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 20:43:46 GMT	26249436728	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:44:02 GMT	0	-1	View"
"			View					"
"2017-03-15 20:43:24 GMT	26249429268	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 20:43:44 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 20:43:06 GMT	26249423108	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 20:43:22 GMT	0	-2	View"
"			View					"
"2017-03-15 20:42:48 GMT	26249416248	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:43:04 GMT	0	-1	View"
"			View					"
"2017-03-15 20:42:30 GMT	26249410048	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:42:46 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 20:42:12 GMT	26249404308	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 20:42:28 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 20:41:54 GMT	26249397928	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:42:10 GMT	0	-1	View"
"			View					"
"2017-03-15 20:41:36 GMT	26249392068	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 20:41:52 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 20:41:18 GMT	26249385588	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:41:34 GMT	0	-1	View"
"			View					"
"2017-03-15 20:40:46 GMT	26249374408	15.54	Win payout if Volatility 50 Index is strictly higher than entry spot at 29 seconds after contract start time.	8	2017-03-15 20:41:16 GMT	15.54	7.54	View"
"			View					"
"2017-03-15 20:40:24 GMT	26249366348	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 20:40:44 GMT	0	-4	View"
"			View					"
"2017-03-15 20:40:06 GMT	26249360188	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 20:40:22 GMT	0	-2	View"
"			View					"
"2017-03-15 20:39:48 GMT	26249353008	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:40:04 GMT	0	-1	View"
"			View					"
"2017-03-15 20:39:30 GMT	26249347308	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:39:46 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 20:30:22 GMT	26249145548	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 20:30:38 GMT	0	-1	View"
"			View					"
"2017-03-15 18:31:34 GMT	26246524088	31.08	Win payout if Volatility 50 Index is strictly higher than entry spot at 45 seconds after contract start time.	16	2017-03-15 18:32:20 GMT	0	-16	View"
"			View					"
"2017-03-15 18:31:02 GMT	26246512768	15.54	Win payout if Volatility 50 Index is strictly higher than entry spot at 29 seconds after contract start time.	8	2017-03-15 18:31:32 GMT	0	-8	View"
"			View					"
"2017-03-15 18:30:38 GMT	26246502528	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 18:31:00 GMT	0	-4	View"
"			View					"
"2017-03-15 18:30:20 GMT	26246495168	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:30:37 GMT	0	-2	View"
"			View					"
"2017-03-15 18:30:02 GMT	26246486628	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:30:19 GMT	0	-1	View"
"			View					"
"2017-03-15 18:29:44 GMT	26246477968	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:30:00 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 18:29:26 GMT	26246471628	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:29:42 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 18:29:08 GMT	26246465648	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:29:25 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 18:28:50 GMT	26246459388	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:29:06 GMT	0	-1	View"
"			View					"
"2017-03-15 18:28:18 GMT	26246449348	15.54	Win payout if Volatility 50 Index is strictly higher than entry spot at 29 seconds after contract start time.	8	2017-03-15 18:28:48 GMT	15.54	7.54	View"
"			View					"
"2017-03-15 18:27:54 GMT	26246440568	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 18:28:16 GMT	0	-4	View"
"			View					"
"2017-03-15 18:27:36 GMT	26246433568	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:27:53 GMT	0	-2	View"
"			View					"
"2017-03-15 18:27:18 GMT	26246427528	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:27:35 GMT	0	-1	View"
"			View					"
"2017-03-15 18:27:00 GMT	26246420348	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:27:16 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 18:26:42 GMT	26246414168	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:26:58 GMT	0	-1	View"
"			View					"
"2017-03-15 18:26:20 GMT	26246407008	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 18:26:41 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 18:26:00 GMT	26246400468	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:26:18 GMT	0	-2	View"
"			View					"
"2017-03-15 18:25:42 GMT	26246394188	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:25:58 GMT	0	-1	View"
"			View					"
"2017-03-15 18:25:20 GMT	26246386048	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 18:25:41 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 18:25:00 GMT	26246377748	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:25:18 GMT	0	-2	View"
"			View					"
"2017-03-15 18:24:42 GMT	26246371248	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:24:58 GMT	0	-1	View"
"			View					"
"2017-03-15 18:24:24 GMT	26246364368	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:24:40 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 18:23:10 GMT	26246340508	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:23:28 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 18:22:52 GMT	26246334208	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:23:08 GMT	0	-1	View"
"			View					"
"2017-03-15 18:22:34 GMT	26246328408	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:22:51 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 18:21:12 GMT	26246301848	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:21:28 GMT	0	-1	View"
"			View					"
"2017-03-15 18:19:44 GMT	26246272088	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:20:00 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 18:19:26 GMT	26246265888	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:19:42 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 18:19:08 GMT	26246260688	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:19:24 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 18:18:50 GMT	26246254108	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:19:07 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 18:18:32 GMT	26246247948	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:18:49 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 18:18:14 GMT	26246241668	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:18:31 GMT	0	-1	View"
"			View					"
"2017-03-15 18:17:26 GMT	26246224828	31.08	Win payout if Volatility 50 Index is strictly higher than entry spot at 45 seconds after contract start time.	16	2017-03-15 18:18:12 GMT	31.08	15.08	View"
"			View					"
"2017-03-15 18:16:54 GMT	26246215048	15.54	Win payout if Volatility 50 Index is strictly higher than entry spot at 29 seconds after contract start time.	8	2017-03-15 18:17:25 GMT	0	-8	View"
"			View					"
"2017-03-15 18:16:32 GMT	26246207948	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 18:16:53 GMT	0	-4	View"
"			View					"
"2017-03-15 18:16:14 GMT	26246201948	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:16:31 GMT	0	-2	View"
"			View					"
"2017-03-15 18:15:56 GMT	26246195708	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:16:13 GMT	0	-1	View"
"			View					"
"2017-03-15 18:15:34 GMT	26246188788	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 18:15:55 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 18:15:16 GMT	26246181828	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:15:33 GMT	0	-2	View"
"			View					"
"2017-03-15 18:14:58 GMT	26246171888	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:15:15 GMT	0	-1	View"
"			View					"
"2017-03-15 18:14:36 GMT	26246165188	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 18:14:57 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 18:14:18 GMT	26246159728	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:14:35 GMT	0	-2	View"
"			View					"
"2017-03-15 18:14:00 GMT	26246153988	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:14:17 GMT	0	-1	View"
"			View					"
"2017-03-15 18:13:40 GMT	26246148048	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:13:58 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 18:13:22 GMT	26246143028	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:13:39 GMT	0	-1	View"
"			View					"
"2017-03-15 18:13:04 GMT	26246137568	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:13:21 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 18:12:44 GMT	26246131028	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:13:02 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 18:12:26 GMT	26246126408	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:12:43 GMT	0	-1	View"
"			View					"
"2017-03-15 18:12:08 GMT	26246121548	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:12:25 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 18:11:50 GMT	26246114848	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:12:06 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 18:11:30 GMT	26246108708	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:11:48 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 18:11:12 GMT	26246102588	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:11:29 GMT	0	-1	View"
"			View					"
"2017-03-15 18:10:52 GMT	26246095488	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:11:10 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 18:10:34 GMT	26246089808	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:10:50 GMT	0	-1	View"
"			View					"
"2017-03-15 18:10:10 GMT	26246074248	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 18:10:33 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 18:09:50 GMT	26246061968	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:10:08 GMT	0	-2	View"
"			View					"
"2017-03-15 18:09:32 GMT	26246056128	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:09:48 GMT	0	-1	View"
"			View					"
"2017-03-15 18:09:08 GMT	26246049488	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 18:09:31 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 18:08:48 GMT	26246042768	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:09:07 GMT	0	-2	View"
"			View					"
"2017-03-15 18:08:30 GMT	26246036788	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:08:47 GMT	0	-1	View"
"			View					"
"2017-03-15 18:08:12 GMT	26246029648	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:08:28 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 18:07:52 GMT	26246021028	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:08:11 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 18:07:34 GMT	26246015488	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:07:51 GMT	0	-1	View"
"			View					"
"2017-03-15 18:07:14 GMT	26246008628	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 18:07:32 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 18:06:56 GMT	26246001248	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:07:13 GMT	0	-1	View"
"			View					"
"2017-03-15 18:06:38 GMT	26245994048	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:06:54 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 18:06:20 GMT	26245988168	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:06:36 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:59:56 GMT	26245821928	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 18:00:13 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:59:32 GMT	26245811648	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 17:59:55 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 17:59:12 GMT	26245803408	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 17:59:31 GMT	0	-2	View"
"			View					"
"2017-03-15 17:58:54 GMT	26245795088	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:59:10 GMT	0	-1	View"
"			View					"
"2017-03-15 17:58:34 GMT	26245786708	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 17:58:52 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 17:58:16 GMT	26245778708	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:58:33 GMT	0	-1	View"
"			View					"
"2017-03-15 17:57:58 GMT	26245770008	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:58:14 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:57:40 GMT	26245762408	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:57:56 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:57:22 GMT	26245754928	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:57:39 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:57:02 GMT	26245745948	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 17:57:20 GMT	3.88	1.88	View"
"			View					"
